"Survived","Pclass","Name","Sex","Age","SibSp","Parch","Fare","Cabin","Embarked"
"No",3,"Mr","male",1.64252706351012,0,0,-0.719470701773455,"None","S"
"No",3,"Mr","male",0.737013194534306,0,2,-0.0812479103796757,"None","S"
"No",3,"Mr","male",-0.0666631927544717,0,0,-0.826604206984643,"None","S"
"No",1,"Mr","male",1.37763930040212,0,1,1.28892490658951,"None","C"
"Yes",3,"Miss","female",-0.948021467911243,0,0,-0.764148035799597,"None","Q"
"No",3,"Mr","male",0.0562455013659998,0,0,-0.719470701773455,"None","S"
"No",3,"Mr","male",-0.657176399084897,0,0,-0.638144859739646,"None","S"
"No",3,"Master","male",0.0513959960807093,8,2,1.39299268715662,"None","S"
"No",3,"Mr","male",0.954417651298667,0,1,0.0281729637352737,"None","S"
"Yes",2,"Mr","female",0.705606978787328,0,0,0.00531370644059024,"None","S"
"No",3,"Mr","male",-0.216977911705527,0,0,-0.758155472685777,"None","S"
"No",3,"Mr","male",-0.871032867329727,0,0,-0.638144859739646,"None","S"
"No",3,"Master","male",-2.33803311206284,4,1,0.907499637439395,"None","S"
"Yes",3,"Master","male",-1.52308121907662,0,2,0.276395595099024,"None","S"
"Yes",1,"Mr","female",0.892725198112956,0,1,1.19562612637498,"E","S"
"No",3,"Mr","female",1.01578561680169,1,4,0.578244208059263,"None","S"
"No",1,"Mr","male",-1.08014714399509,0,0,0.507307446038009,"None","S"
"No",3,"Mr","male",-0.079247413288739,0,0,1.21860609039513,"None","S"
"No",1,"Mr","male",1.95958287756242,0,0,0.751480171810491,"B","S"
"No",3,"Master","male",-1.9963985486079,4,1,0.619390089420615,"None","Q"
"Yes",3,"Miss","female",-2.33803311206284,1,1,-0.363371881436126,"None","S"
"No",3,"Mr","male",-0.572548722574306,0,0,-0.736877853737376,"None","S"
"No",1,"Mr","male",1.67164364168669,0,0,0.669314073101031,"A","C"
"No",3,"Mr","male",-0.795053116090237,1,1,-0.746867150851037,"None","S"
"No",3,"Master","male",1.58670597499517,3,1,0.489954100024957,"None","S"
"No",1,"Miss","female",1.31804896439051,0,0,0.605761882357248,"C","C"
"No",2,"Mr","male",0.0562455013659998,0,0,-0.196863595224695,"None","S"
"No",3,"Mr","male",0.450958529829413,0,0,-4.16351313739568,"None","S"
"No",3,"Miss","female",-0.572548722574306,8,2,1.39299268715662,"None","S"
"No",2,"Mr","male",-0.643183191537378,0,0,-0.0421682693005889,"None","C"
"No",3,"Master","male",-1.52308121907662,4,2,0.690367937677468,"None","S"
"Yes",2,"Master","male",-2.33803311206284,2,1,0.891614874645013,"F","S"
"Yes",3,"Miss","female",-1.9963985486079,0,2,0.346959418886887,"None","S"
"No",1,"Mr","male",-0.183448633386894,0,0,1.11312735615707,"A","S"
"Yes",3,"Mr","female",-0.413888799369107,1,0,-0.0113670500002414,"None","Q"
"Yes",1,"Mr","male",1.01578561680169,0,0,0.530411543117919,"None","S"
"No",3,"Mr","male",0.705606978787328,1,1,-0.0113670500002414,"None","Q"
"No",3,"Mr","male",0.450958529829413,0,0,-0.740986207722494,"None","S"
"Yes",2,"Mr","female",0.189678340858551,0,0,-0.196863595224695,"None","S"
"No",2,"Mr","male",-0.720016864155162,0,0,-0.196863595224695,"None","S"
"Yes",3,"Miss","female",-0.720016864155162,1,0,-0.746867150851037,"None","S"
"Yes",2,"Master","male",-2.10272308554177,1,1,0.510113638945295,"F","S"
"Yes",1,"Mr","female",0.954417651298667,0,0,0.57205041114365,"B","C"
"Yes",1,"Miss","female",1.78751095665877,0,0,1.96662379363829,"B","C"
"No",3,"Mr","male",2.07319854202017,0,0,-0.761744035710529,"None","Q"
"No",3,"Mr","male",0.830699106349613,0,1,-0.671667335231324,"None","S"
"Yes",3,"Miss","female",-0.828692877400305,0,0,-0.761744035710529,"None","Q"
"No",2,"Mr","female",-0.357153254272081,0,0,-0.196863595224695,"None","S"
"No",3,"Mr","male",-0.079247413288739,0,0,-0.536412638171989,"None","S"
"No",3,"Mr","male",-0.0112329734660294,8,2,1.39299268715662,"None","S"
"No",3,"Mr","male",0.321204672227867,0,0,-0.95937730721186,"None","S"
"No",3,"Mr","male",1.04635065405973,0,0,-0.840066675866286,"None","C"
"Yes",3,"Mr","male",-0.795053116090237,0,0,-0.719470701773455,"None","S"
"No",3,"Miss","female",-2.21562619006744,0,1,-0.430855813127259,"G","S"
"No",3,"Mr","male",0.189678340858551,1,0,0.0119028140698475,"None","S"
"Yes",3,"Mr","male",-0.216977911705527,0,0,0.186914156599467,"None","C"
"Yes",3,"Miss","female",-0.948021467911243,0,0,-0.761744035710529,"None","Q"
"Yes",1,"Mr","male",0.705606978787328,0,0,0.678640309669405,"A","C"
"No",3,"Mr","male",-0.357153254272081,0,0,-0.86751298134067,"None","S"
"Yes",2,"Miss","female",0.386295447485256,0,0,0.299361530508014,"None","S"
"No",3,"Mr","male",-0.500018260491413,0,0,-0.836202837739019,"None","S"
"No",2,"Mr","male",0.0562455013659998,0,0,-0.196863595224695,"None","S"
"No",3,"Mr","male",0.716111551822622,1,0,-0.761744035710529,"None","Q"
"Yes",1,"Miss","female",0.123209328815821,1,0,1.77736614970542,"D","C"
"Yes",3,"Miss","female",-0.147820787985588,0,0,-0.736877853737376,"None","S"
"No",2,"Mr","male",0.830699106349613,1,0,0.546661665835072,"None","S"
"Yes",1,"Miss","female",0.189678340858551,0,0,1.4685469330561,"D","C"
"No",2,"Mr","male",0.0562455013659998,0,0,-0.426959807317749,"None","S"
"Yes",3,"Mr","male",-0.948021467911243,0,0,-0.719470701773455,"None","S"
"No",2,"Mr","male",-0.147820787985588,0,0,-0.196863595224695,"None","S"
"No",3,"Mr","male",1.37763930040212,0,0,-0.719470701773455,"None","S"
"No",3,"Mr","male",1.49601230814125,0,0,-0.740986207722494,"None","S"
"Yes",1,"Mr","male",0.579057818284531,1,0,1.60038332976007,"C","S"
"No",3,"Mr","male",-0.500018260491413,0,0,-0.553904142307953,"None","S"
"Yes",2,"Mr","male",-0.720016864155162,0,0,-0.426959807317749,"None","S"
"No",3,"Mr","male",-0.609106221278826,0,0,-0.836202837739019,"None","S"
"No",2,"Mr","male",-0.795053116090237,0,0,-0.196863595224695,"None","S"
"No",3,"Miss","female",-0.216977911705527,3,1,0.489954100024957,"None","S"
"Yes",1,"Mr","female",0.386295447485256,1,0,1.54082877989553,"C","S"
"No",3,"Mr","male",-0.0112329734660294,0,0,-0.758155472685777,"None","S"
"No",2,"Mr","male",1.84509402519834,0,0,-0.156742008017527,"None","S"
"Yes",3,"Miss","female",-1.89503866387163,4,2,0.690367937677468,"None","S"
"No",2,"Mr","male",-0.357153254272081,0,0,-0.426959807317749,"None","S"
"No",3,"Miss","female",-0.079247413288739,0,0,-0.790901437088284,"None","S"
"No",2,"Mr","male",0.954417651298667,1,0,0.510113638945295,"None","S"
"Yes",2,"Miss","female",-1.6120883962736,0,2,0.519400698661731,"None","S"
"No",2,"Mr","male",-0.720016864155162,0,0,-0.426959807317749,"None","S"
"No",2,"Mr","male",0.255671029140956,0,0,-0.258189843636716,"None","S"
"No",3,"Miss","female",-0.500018260491413,1,0,-0.0845768091938574,"None","C"
"Yes",3,"Miss","female",-0.161440664932424,1,0,-0.0113670500002414,"None","Q"
"No",2,"Mr","male",-0.0112329734660294,0,0,-0.426959807317749,"None","S"
"No",3,"Mr","male",-0.500018260491413,0,0,-0.855663722160708,"None","S"
"No",3,"Mr","male",0.0562455013659998,0,0,-0.840066675866286,"None","C"
"No",1,"Mr","male",0.954417651298667,2,0,1.60038332976007,"C","Q"
"No",3,"Miss","female",-0.286745665146845,0,0,-0.758155472685777,"None","S"
"Yes",2,"Mr","female",-0.357153254272081,0,2,-0.0812479103796757,"None","S"
"Yes",1,"Mr","male",0.515208179196679,1,1,1.1564229054081,"D","S"
"No",2,"Mr","male",1.5548073601087,1,0,0.510113638945295,"None","S"
"No",3,"Mr","male",-0.0112329734660294,0,0,-0.836202837739019,"None","S"
"No",3,"Mr","female",-0.0112329734660294,1,1,-0.430855813127259,"G","S"
"No",1,"Mr","male",2.01649769923079,0,0,0.530411543117919,"C","S"
"No",3,"Mr","male",0.0562455013659998,1,0,0.0281729637352737,"None","S"
"No",3,"Mr","female",0.768329747554387,0,2,0.260953228057834,"None","S"
"Yes",3,"Mr","female",-0.0112329734660294,0,2,-0.028640946184145,"None","C"
"Yes",1,"Mr","female",-0.216977911705527,0,0,1.49874283638811,"None","C"
"Yes",1,"Miss","female",0.0562455013659998,0,0,1.56909857016511,"B","S"
"Yes",1,"Miss","female",0.386295447485256,0,0,2.76602649523465,"None","C"
"Yes",2,"Mr","female",1.31804896439051,0,1,0.510113638945295,"None","S"
"No",3,"Mr","male",1.19802761616705,0,0,-0.761744035710529,"None","Q"
"Yes",3,"Master","male",-2.10272308554177,4,2,0.690367937677468,"None","S"
"No",1,"Mr","male",1.43695830805435,1,1,1.50329791973196,"E","S"
"No",1,"Mr","male",0.705606978787328,0,0,-4.16351313739568,"B","S"
"No",3,"Miss","female",0.209028865120937,0,0,-0.761744035710529,"None","Q"
"No",2,"Mr","male",0.450958529829413,0,0,-0.426959807317749,"None","S"
"No",3,"Mr","male",-0.948021467911243,4,1,0.907499637439395,"None","S"
"Yes",3,"Mr","male",-0.286745665146845,1,0,-0.758155472685777,"None","S"
"Yes",1,"Mr","female",1.78751095665877,0,1,1.99970660498889,"C","S"
"Yes",1,"Miss","female",0.386295447485256,0,0,1.91079489277729,"C","S"
"No",1,"Mr","male",1.09651577153571,0,0,0.678640309669405,"None","S"
"Yes",3,"Mr","male",-0.286745665146845,0,0,-4.16351313739568,"None","S"
"Yes",2,"Mr","female",0.768329747554387,0,1,0.224703404473651,"None","S"
"No",1,"Mr","male",0.515208179196679,0,1,0.638018974894938,"C","C"
"Yes",3,"Miss","female",-1.0260929423564,0,0,-0.761744035710529,"None","Q"
"Yes",1,"Miss","female",2.07319854202017,1,0,1.48601356765469,"D","S"
"No",3,"Miss","female",1.01578561680169,0,0,-0.761744035710529,"None","S"
"No",2,"Mr","male",0.450958529829413,0,0,-4.16351313739568,"None","S"
"No",3,"Master","male",-1.70347910509883,4,1,0.619390089420615,"None","Q"
"Yes",3,"Mr","female",0.386295447485256,1,1,0.262820634390005,"None","S"
"No",3,"Mr","male",2.18597466693244,0,0,-0.761744035710529,"None","Q"
"No",3,"Mr","male",-0.079247413288739,0,0,-0.746867150851037,"None","S"
"No",3,"Mr","male",-0.948021467911243,0,0,-0.536412638171989,"None","S"
"Yes",3,"Mr","male",-0.720016864155162,0,0,-0.719470701773455,"None","S"
"No",1,"Mr","male",-1.01653118150224,0,0,0.510113638945295,"A","S"
"No",3,"Mr","male",0.255671029140956,0,0,-0.638144859739646,"None","C"
"Yes",3,"Mr","male",0.0562455013659998,0,0,-0.536412638171989,"None","S"
"No",3,"Mr","male",-0.500018260491413,0,0,-0.740986207722494,"None","S"
"Yes",2,"Mr","male",0.830699106349613,0,0,-0.196863595224695,"None","S"
"Yes",3,"Miss","female",-0.500018260491413,0,0,-0.761744035710529,"None","Q"
"Yes",1,"Miss","female",-0.216977911705527,0,0,1.49517880429229,"None","S"
"Yes",1,"Mr","female",-0.720016864155162,1,0,1.60974041513666,"B","C"
"No",2,"Mr","male",0.450958529829413,0,0,-0.207162313863972,"D","C"
"No",3,"Miss","female",-0.357153254272081,0,0,-0.614475393578829,"None","S"
"No",3,"Mr","male",-0.357153254272081,0,0,-0.740986207722494,"None","S"
"No",1,"Mr","male",-0.572548722574306,0,0,0.57205041114365,"None","C"
"No",3,"Mr","male",-0.392606823363825,0,0,-0.839416569977556,"None","C"
"No",1,"Miss","female",-2.21562619006744,1,2,1.99077223199389,"C","S"
"Yes",1,"Mr","male",-1.09876134578468,0,0,0.663254366053634,"C","S"
"Yes",1,"Mr","female",1.31804896439051,0,1,2.32491589458396,"B","C"
"Yes",3,"Miss","female",0.705606978787328,0,0,-0.761744035710529,"None","Q"
"Yes",3,"Mr","male",0.321204672227867,2,0,0.400624928521539,"None","Q"
"No",3,"Mr","male",-0.720016864155162,0,0,-4.16351313739568,"None","S"
"Yes",2,"Miss","female",-1.30921338424944,0,0,-0.251662032712536,"E","Q"
"No",3,"Mr","male",1.95958287756242,0,0,-0.719470701773455,"None","S"
"Yes",1,"Master","male",-2.34838741819902,1,2,1.99077223199389,"C","S"
"Yes",1,"Miss","female",0.255671029140956,0,0,1.76126055934806,"None","C"
"Yes",1,"Mr","female",-0.871032867329727,1,0,1.74758954168256,"C","C"
"No",2,"Mr","male",0.0562455013659998,1,0,0.431905448873466,"None","C"
"Yes",1,"Miss","female",0.0562455013659998,0,0,1.22513104907182,"E","C"
"Yes",1,"Miss","female",-0.357153254272081,0,0,1.53779920671102,"C","C"
"Yes",1,"Miss","female",-0.795053116090237,2,2,2.36257486230167,"B","C"
"No",2,"Mr","female",-0.216977911705527,1,1,0.510113638945295,"None","S"
"No",3,"Mr","male",-0.079247413288739,0,0,-0.740986207722494,"None","S"
"No",2,"Mr","male",0.892725198112956,1,1,0.519400698661731,"None","S"
"Yes",3,"Miss","female",-0.216977911705527,0,0,-0.746867150851037,"None","S"
"Yes",2,"Mr","female",-0.357153254272081,1,0,0.510113638945295,"None","S"
"No",2,"Mr","male",1.5548073601087,0,0,-0.118242259196446,"None","S"
"Yes",1,"Miss","female",0.123209328815821,0,2,2.05037089687634,"C","S"
"Yes",1,"Mr","female",0.705606978787328,1,1,1.9046790561008,"E","C"
"No",3,"Mr","male",-0.500018260491413,0,0,-0.836202837739019,"None","S"
"No",3,"Mr","male",-0.147820787985588,0,0,-0.740986207722494,"None","S"
"Yes",2,"Miss","female",0.0562455013659998,0,0,-0.251662032712536,"None","Q"
"Yes",2,"Mr","female",-0.500018260491413,1,1,0.615284018826517,"None","S"
"No",3,"Mr","male",1.90244979823203,8,2,1.39299268715662,"None","S"
"Yes",1,"Miss","female",0.450958529829413,0,0,1.91079489277729,"C","C"
"No",3,"Mr","male",1.95958287756242,0,0,-1.00501350627028,"None","S"
"Yes",2,"Mr","female",0.450958529829413,0,0,-0.196863595224695,"D","S"
"Yes",3,"Mr","female",0.123209328815821,1,1,0.276395595099024,"None","S"
"Yes",1,"Miss","female",-0.948021467911243,0,1,1.24069990344036,"B","C"
"Yes",3,"Miss","female",1.72969581593426,2,0,0.400624928521539,"None","Q"
"No",1,"Mr","male",1.04635065405973,0,0,0.598652661067443,"C","S"
"No",1,"Mr","male",0.579057818284531,0,1,1.99970660498889,"C","S"
"No",3,"Mr","male",-0.948021467911243,2,0,0.143205730140579,"None","S"
"Yes",1,"Mr","female",0.0919558388620265,1,0,1.90005174580856,"None","S"
"No",3,"Mr","male",0.435216068595569,0,0,-0.740986207722494,"None","S"
"No",1,"Mr","male",-0.0112329734660294,1,0,1.3571643206101,"C","S"
"Yes",1,"Miss","female",0.768329747554387,0,0,1.9046790561008,"E","C"
"Yes",3,"Mr","male",1.01578561680169,0,0,-0.719470701773455,"None","S"
"No",1,"Mr","male",1.01578561680169,0,0,0.805347313308259,"T","S"
"Yes",2,"Master","male",-2.21562619006744,1,1,0.510113638945295,"F","S"
"Yes",1,"Miss","female",-0.357153254272081,3,2,2.36410335120507,"C","S"
"No",2,"Mr","male",-0.079247413288739,0,0,-0.196863595224695,"None","S"
"No",2,"Mr","male",-0.286745665146845,0,0,-0.196863595224695,"None","S"
"No",2,"Mr","male",0.450958529829413,0,0,-0.196863595224695,"None","S"
"Yes",2,"Miss","female",-0.357153254272081,0,0,-0.196863595224695,"F","S"
"Yes",2,"Miss","female",0.705606978787328,0,0,-0.196863595224695,"None","S"
